id;value;generic_emails;personal_emails;last_crawl;language;company_name;twitter;facebook;instagram;linkedin;youtube;phone_number;apple_app;google_play;country;state;categories;description;street;city;postcode;employees_count
150756;owenscorning.com;80;458;2023-07-04;en;Owens Corning;;owenscorninginsulation;owenscorningresinsulation;owens-corning;;+1 800 438 7465;;;US;OH;{home_garden};Owens Corning has solutions for your building & remodeling needs. Browse through roofing products, insulation, shingles, asphalt, composites solutions, basement finishing & acoustic systems.;;;;9486
94651;oxy.com;22;150;2023-06-27;en;Occidental Petroleum;weareoxy;weareoccidental;weareoxy;oxy;oxyutube;+1 651 450 4064;;;US;TX;{industry};;;;;14837
205894;paccar.com;53;248;2023-06-27;en;PACCAR;;;;paccar;;+1 800 468 9716;;;US;WA;{automotive};PACCAR is a global leader in the design, manufacture and customer support of high-quality premium trucks.;777 - 106th Avenue;Bellevue;98009;15556
336526;pacificlife.com;22;120;2023-07-27;en;Pacific Life;;pacificlife;pacificlife;pacific-life;pacificlifeinsurance;+1 949 219 4575;;;US;CA;{finance};For more than 150 years, Pacific Life has helped millions of individuals and families with their financial needs through a wide range of life insurance products, annuities, and mutual funds, and offers a variety of investment products and services to individuals, businesses, and pension plans.;700 Newport Center;Newport Beach;92660;3681
326279;packagingcorp.com;5;68;2023-06-28;en;Packaging Corporation of America;;;;pca;;+1 800 456 4725;;;US;;{manufacturing};;;;;5674
77631;paramount.com;53;386;2023-07-18;en;Paramount;paramountjobs;paramountcompany;paramountco;paramount-pictures;paramountcompany;+1 323 956 5552;itunes.apple.com/app/paramount100/id488890759;;;;{art_and_entertainment};Paramount is one of the world’s leading producers of premium entertainment content that connects billions of people in nearly every country in the world.;;;;4357
59678;parker.com;239;1331;2023-04-28;en;Parker;parker_vom;parkervom;parkerhannifin;parker-hannifin;parkersupport;;;;;;{manufacturing};;;;;32780
19913;paypal.com;410;970;2023-06-27;en;PayPal;paypalcareers;paypalcareers;paypalde;paypal;;+1 888 818 3922;itunes.apple.com/app/paypal/id283646709;play.google.com/store/apps/details?id=com.paypal.android.p2pmobile;US;;{technology};Discover PayPal, the safer way to pay, receive payments for your goods or services and transfer money to friends and family online.;;;;30276
455843;pbfenergy.com;6;24;2023-07-16;en;PBF Energy;;;;delaware-city-refining-company-llc;;+1 855 887 9768;;;US;NJ;{industry};PBF Energy (“PBF”) is one of the largest independent petroleum refiners and suppliers of unbranded transportation fuels, heating oil, petrochemical;;;7054;1563
65103;penskeautomotive.com;28;828;2023-06-27;en;Penske Automotive Group;;;;penskeautomotive;;+1 203 632 6202;;;;;{automotive};;;;;3022
41364;pepsico.com;132;977;2023-06-27;en;PepsiCo;;;;pepsico;;+1 800 632 2014;;;US;;{food_drink};;;;;116001
624370;pfgc.com;23;182;2023-06-27;en;Performance Food Group;;;performancefoodservice;performancefoodgroup;;+1 804 484 7700;;;US;VA;{food_drink};;12500 West Creek;Richmond;23238;6295
2508;pfizer.com;294;2204;2023-07-21;en;Pfizer;;;;pfizer;;+1 800 438 1985;;;US;NY;{manufacturing};Discover the commonalities and differences between biologics vs. biosimilars — especially when it comes to cost.;66 Hudson Boulevard;New York;10001;97514
80171;pg.com;607;1082;2023-06-27;;Procter and Gamble Co.;;;;procter-and-gamble;;;;;;;{industry};;;;;88236
13824717;pgecorp.com;0;0;2023-07-27;en;PG&E Corporation Directors;;;;pacific-gas-%26-electric-co.;;+1 888 489 4689;;;US;;{industry};;;;;23
3748320;phillips66.com;0;0;2023-05-03;en;Phillips 66;;;phillips66co;phillips66co;;+1 806 275 1899;;;US;TX;{industry};Our vision is to provide energy and improve lives. We are excited about the future of energy and helping the world move forward.;2331 CityWest Blvd;Houston;77042;11442
507012556;plains.com;0;3;2023-05-27;;;;;;;;;;;;;;;;;;
1002938;pmi.com;64;331;2023-06-27;en;Philip Morris International;insidepmi;insidepmi;;insidepmi;;;;;;;{};;;;;
29126;pnc.com;63;1169;2023-06-27;en;PNC;pncfatherson;pncbank;pncbank;pnc-bank;;+1 888 762 2265;;play.google.com/store/apps/details?id=com.pnc.ecommerce.mobile;US;PA;{finance};PNC Bank offers a wide range of personal banking services including checking and savings accounts, credit cards, mortgage loans, auto loans and much more.;500 First Ave;Pittsburgh;15219;65646
143755;polaris.com;39;110;2023-07-18;en;Polaris;;polarismexico;polarisorv;polarisinc;;+1 218 463 4999;;;US;MN;{industry};We pioneer product breakthroughs which help people work and play outside. Explore our line of products from powersports to commercial, government and military vehicles.;;;;7880
43011;ppg.com;206;1266;2023-06-27;en;PPG Industries;;ppgindustries;ppgindustries;ppg;;;;;;;{manufacturing};We work every day to develop and deliver the paints, coatings and materials that our customers have trusted for more than 130 years.;;;;28602
122541;pplweb.com;20;171;2023-05-02;en;PPL;pplcorp;pplelectric;pplelectric;pplcorporation;pplcorporation;+1 800 831 7370;itunes.apple.com/app/ppl-corporation-investor-relations/id874387567;play.google.com/store/apps/details?id=com.theirapp.ppl;US;IN;{industry};;;Allentown;18101;6055
33913;principal.com;61;1121;2023-06-27;es;Principal Financial Group;;;;principalfinancialgroup;;+1 800 986 3343;itunes.apple.com/app/id1433961188;;US;IA;{finance};Let's keep your finances simple. Insure what you have. Invest when you're ready. Retire with confidence.;711 High St;Des Moines;50392;21056
25990;progressive.com;58;198;2023-06-16;en;Progressive;;progressive;progressive;progressive-insurance;progressivecareers;+1 855 347 3939;;;US;OH;{finance};Get an insurance quote in minutes from a top-rated company. Find 24/7 support and insurance for you, your family, and your belongings.;6300 Wilson Mills;Ohio;44143;35117
96753;prudential.com;97;1578;2023-06-27;en;Prudential Financial;;;prudential;prudential-financial;;+1 800 778 2255;;;US;;{finance};;;;;26963
113354;pseg.com;62;306;2023-06-13;en;PSEG;;;pseg;pseg;;+1 800 436 7734;;;;;{industry};;;;;7422
187787;publix.com;20;74;2023-07-18;;Publix;;;;publix-super-markets;;;;;;;{shopping};;;;;61891
13979000;pultegroupinc.com;0;0;2023-06-22;en;PulteGroup, Inc;;;;pulte-homes-construction;;+1 404 978 6434;;;US;RI;{manufacturing};;;Providence;2940;28
99430;pvh.com;26;82;2023-06-27;en;PVH;;;pvhcorp;pvh;;+1 201 820 2136;;;US;NY;{shopping};;200 Madison Avenue;New York;10016;10737
273626;pxd.com;16;70;2023-07-18;en;Pioneer Natural Resources;;pioneernaturalresources;pxdinstas;pioneer-natural-resources-company;;+1 972 444 9001;;;US;TX;{industry};;;Midland;79702;3253
791;qualcomm.com;62;459;2023-07-07;en;Qualcomm;;;;qualcomm;;;;;;;{internet_telecom};Qualcomm invents breakthrough technologies that transform how the world connects, computes and communicates. When we connected the phone to the Internet, the mobile revolution was born. Today, as we unlock 5G, we’re applying our mobile expertise to transform industries, create jobs, and enrich lives.;;;;43011
227450;quantaservices.com;7;28;2023-07-18;en;Quanta Services;;quantaservicesinc;;quanta-services;;+1 713 629 7600;;;US;TX;{industry};Quanta has built the largest skilled-labor force in North America by uniting over 200 Operating Units to tackle the most complex infrastructure challenges in the world.;2727 North Loop;Houston;77008;1760
260235;questdiagnostics.com;72;211;2023-06-27;en;Quest Diagnostics;;questdiagnostics;questdx;quest-diagnostics;;+1 800 877 7484;;;US;NJ;{health};;;;;26387
413210311;qurateretail.com;1;2;2023-06-10;en;Qurate Retail;;;;;;+1 720 875 5420;;;US;CO;{internet_telecom};;12300 Liberty Boulevard;Englewood;80112;
122215;raymondjames.com;121;5699;2023-06-22;en;Raymond James;;;raymondjames;raymond-james-financial-inc-;;+1 212 883 4031;;;US;TN;{finance};A client-focused global financial services company providing wealth management, capital markets, asset management and other tailored services to individuals and institutions.;110 Ridgeway Loop;Memphis;38120;15494
269837;realogy.com;9;46;2023-06-25;en;Realogy;;;;realogy;;;;;;;{real_estate};;;;;1152
35564;regeneron.com;26;214;2023-07-07;en;Regeneron;regeneron;;regeneron;regeneron-pharmaceuticals;;+1 844 734 6643;;;US;NY;{science};Regeneron (NASDAQ: REGN) is a leading biotechnology company using the power of science to bring new medicines to patients in need. Learn more.;777 Old Saw Mill;Tarrytown;10591;13036
153439;regions.com;88;979;2023-05-24;en;Regions Bank;askregions;regionsbank;regionsbank;regions-financial-corporation;regionsfinancial;+1 800 598 9164;itunes.apple.com/app/regions-mobile/id417970539;play.google.com/store/apps/details?id=com.regions.mobbanking;US;AL;{finance};Regions offers a full spectrum of banking services. Visit us online or at one of our many bank branch locations for checking, savings, mortgages and more.;250 Riverchase Parkway;Hoover;35244;20371
351558;republicservices.com;59;430;2023-07-18;;Republic Services;;;;republic-services-inc;;;;;;;{science};;;;;15071
483162;rgare.com;26;303;2023-06-22;en;Reinsurance Group of America, Incorporated;rga_re;;;rga-reinsurance-group-of-america-incorporated;;+1 514 985 5260;;;US;MO;{finance};At RGA, we specialize in providing life and health-related reinsurance and financial solutions to help our clients effectively manage risk and capital.;16600 Swingley Ridge;Chesterfield;63017;3426
114354;riteaid.com;19;47;2023-05-02;en;Rite Aid;;riteaid;;riteaid;riteaidvideo;+1 800 748 3243;;;US;PA;{shopping};Rite Aid pharmacy offers products and services to help you lead a healthy, happy life. Visit our online pharmacy, shop now, or find a store near you.;30 Hunter Lane;Camp Hill;17011;30009
28236;roberthalf.com;28;431;2023-06-27;en;Robert Half;;roberthalf;roberthalf;robert-half-international;;+1 855 432 0924;;;US;CA;{education_career};Robert Half connects employers & job seekers to staff positions in finance, law, technology & more. Contact a staffing professional today to get started.;2884 Sand Hill;Menlo Park;94025;31422
20116570;rocketcompanies.com;2;1;2023-05-25;en;Rocket Companies;rocketcompanies;rocketcompanies;;rocket-companies1;;+1 313 373 7990;;;US;MI;{finance};At Rocket Companies, we enable homeownership and financial freedom. Learn about our company and team and see info for investors.;1050 Woodward Avenue;Detroit;48226;352
84200;rockwellautomation.com;16;60;2023-05-31;pt;Rockwell Automation;;;rokautomation;rockwell-automation;;+1 202 215 9782;;;;;{manufacturing};;;;;20751
19175891;ropertech.com;4;7;2023-07-21;en;Roper Technologies;;;;roper-industries;;+1 941 556 2651;;;US;FL;{technology};Roper is a diversified technology company with annual revenues of $3.2 billion. We provide engineered products and solutions for global niche markets.;6901 Professional Parkway;Lakewood;34240;283
1765960;rossstores.com;0;1;2023-07-18;en;Ross Stores;ross_stores;rossdressforless;rossdressforless;ross-stores;;+1 800 603 3519;;;US;CA;{shopping};Ross Dress for Less offers the best bargains on the latest trends in clothing, shoes, home decor and more! Find your store today!;5130 Hacienda Drive;Dublin;94568;28772
539917;rsac.com;19;55;2023-05-02;en;Reliance Steel & Aluminum Co.;;;;reliance-rs;;+1 215 741 1000;;;US;CA;{industry};;55 S. Lake;Pasadena;91101;876
3966711;rtx.com;8;76;2023-06-27;en;Raytheon Technologies;;;;raytheon;;;;;;;{manufacturing};;;;;41943
101028;ryder.com;45;250;2023-07-08;en;Ryder System;;;rydersystem;ryder-system-inc;;+1 855 785 5671;itunes.apple.com/app/rydergyde/id1361185585;play.google.com/store/apps/details?id=com.ryder.rydergyde;US;FL;{travel};Ryder is the leader in fleet management solutions, as well as supply chain management and logistics for businesses of all sizes. Contact us today for a customized plan.;11690 N.W. 105th Street;Miami;33178;21023
87301;saic.com;49;708;2023-06-27;en;SAIC;saicinc;saicinc;;saicinc;;+1 703 676 8215;;;US;VA;{technology};;1710 SAIC Drive;McLean;22102;35302
44743;salesforce.com;212;901;2023-07-18;no;Salesforce;salesforce;salesforce;;salesforce;salesforce;+1 800 667 6389;;play.google.com/store/apps/details?id=com.salesforce.chatter;;;{technology};;;;;73959
491520;sanmina.com;11;54;2023-07-18;en;Sanmina;;;;sanmina;;+1 408 964 3440;;;;;{manufacturing};;;;;20601
1056840;seaboardcorp.com;5;19;2023-06-25;en;Seaboard;;;;seaboard-corporation;;+1 913 676 8800;;;US;KS;{law_government};A global food, energy and transportation company, which includes Butterball, PrairieFresh, Daily\'s, and Seaboard Marine.;9000 West 67th Street;Merriam;66202;325
1202493;securian.com;26;109;2023-06-27;en;Securian Financial;securian;securianfinancial;securianfinancial;securian-financial;securianfinancial;+1 877 491 5271;;;US;MN;{finance};At Securian Financial, we provide solutions that let you focus on your most important asset: family. Our insurance, investment and retirement solutions give you the confidence to focus on what’s truly valuable: banking memories with those who matter most.;400 Robert Street;St. Paul;55101;3112
119638;sempra.com;12;23;2023-05-31;en;Sempra;sempra;;sempra;sempra;;+1 866 257 1298;;;US;CA;{industry};;;;;2626
12408962;sherwin-williams.com;0;2;2023-07-08;en;Sherwin-Williams;;;sherwinwilliams;sherwin-williams;;+1 800 524 5979;;play.google.com/store/apps/details?id=com.sherwin.probuyplus;US;OH;{manufacturing};No matter where you are in the world or what surfaces you're painting or coating, Sherwin-Williams provides innovative paint solutions that ensure your success.;101 W Prospect Ave;Cleveland;44115;41437
270925;sonicautomotive.com;12;27;2023-07-07;en;Sonic Automotive;sonicautomotive;sonicautomotive;sonicauto;sonic-automotive;sonicautomotive;+1 855 334 0955;;;US;NC;{automotive};Sonic Automotive is revolutionizing the car buying business. We operate over 100 dealerships in 13 states and represent 25 different new car brands. Car Buying, the Way it Should Be.;4401 Colwick Road;Charlotte;28211;1913
1005146;southerncompany.com;3;3;2023-05-06;en;Southern;;;southerncompany;southern-company;;+1 800 492 3902;;;US;MA;{industry};We’ve made our name as a leading producer of clean, safe, reliable and affordable energy, and we approach each day as a vital step in building the future of energy.;;Boston;2108;10983
1024440;southwest.com;4;1;2023-06-05;en;Southwest Airlines;southwestair;southwest;southwestair;southwest-airlines;nutsaboutsouthwest;+1 800 435 9792;;;US;TX;{travel};Find low fares to top destinations on the official Southwest Airlines website. Book flight reservations, rental cars, and hotels on southwest.com.;;;;34307
526340;spartannash.com;10;16;2023-05-21;en;SpartanNash;;;;spartannash;;+1 616 878 2000;;;US;MI;{travel};SpartanNash (Nasdaq: SPTN) is a food solutions company that delivers the ingredients for a better life through customer-focused innovation.;850 76th St;Byron Center;49315;3343
27081732;spglobal.com;164;2563;2023-06-27;en;S&P Global;spglobal;spglobalplatts;sp_global;spglobal;spglobal;+1 202 383 2427;;;US;;{finance};We provide Essential Intelligence: the powerful combination of the right data, connected technologies, and experts that enables our customers to make decisions with conviction.;;;;33463
12771742;stanleyblackanddecker.com;1;0;2023-07-17;en;Stanley Black & Decker;;stanleyblackanddecker;stanleyblackdecker;stanley-black-decker-inc;;+1 860 225 5111;;;US;CT;{industry};Headquartered in the USA, Stanley Black & Decker is the world’s largest tool company with 50 manufacturing American facilities and more than 100 worldwide.;1000 Stanley Drive;New Britain;6053;23636
3014;starbucks.com;101;302;2023-07-18;en;Starbucks;;;starbucksmagyarorszag;starbucks;;+1 800 253 9377;;;US;WA;{shopping};More than just great coffee. Explore the menu, sign up for Starbucks® Rewards, manage your gift card and more.;2401 Utah Avenue;Seattle;98134;117788
22798;statefarm.com;236;2806;2023-05-22;en;State Farm;;statefarm;;state_farm;;+1 844 242 1899;;play.google.com/store/apps/details?id=com.statefarm.sfsteerclear;US;IL;{finance};State Farm® helping protect what matters most for 100 years with great rates for life, home, car insurance & more. Get a quote or find an agent today!;1 State Farm Plaza;Bloomington;61710;106501
450886;statestreet.com;48;145;2023-07-18;en;State Street;;;;state-street;;+1 647 775 5900;itunes.apple.com/app/state-street-ideas/id993277339;;UK;;{finance};;;;;34676
348423;steeldynamics.com;1;184;2023-06-27;en;Steel Dynamics;;;;steel-dynamics-inc;;+1 361 424 6222;;;;;{industry};;;;;3286
14843431;stonex.com;20;68;2023-06-25;en;StoneX Group;;;;stonex-group-inc;;;;;;;{finance};;;;;3420
123904;stryker.com;107;391;2023-06-21;en;Stryker;;strykercareers;strykercareers;stryker;;+1 269 385 2600;;;US;MI;{manufacturing};;2825 Airview Boulevard;Kalamazoo;49002;38900
70680;swn.com;4;45;2023-06-28;;Southwestern Energy;;;;southwestern-energy;;;;;;;{industry};;;;;1770
3198497;synchronyfinancial.com;7;9;2023-06-28;en;Synchrony;;;;;;+1 866 396 8254;;;US;;{};;;;;
700828;sysco.com;44;116;2023-06-25;en;Sysco;;;;sysco;;+1 855 797 2648;;;US;;{food_drink};;;;;26072
1268270;ta-petro.com;9;95;2023-06-29;en;TravelCenters of America;;;travelcentersofamerica;travelcenters-of-america;;+1 832 664 3187;;;US;OH;{shopping};;24601 Center;Westlake;44145;4190
1224491;targaresources.com;2;17;2023-06-28;en;Targa Resources;;;;targa-resources;;+1 877 742 0133;;;US;TX;{industry};;;;;1925
26314;target.com;132;299;2023-06-27;en;Target;;target;target;target;;+1 800 831 6880;itunes.apple.com/app/target-now-with-cartwheel/id297430070;play.google.com/store/apps/details?id=com.target.ui;US;MN;{shopping};Shop Target online and in-store for everything from groceries and essentials to clothing and electronics. Choose contactless pickup or delivery today.;;Minneapolis;55440;204185
352251;taylormorrison.com;37;148;2023-07-18;en;Taylor Morrison;;taylormorrison;taylormorrisonhomes;taylor-morrison;;+1 512 845 7350;;;US;;{real_estate};Find your new home with Taylor Morrison - a leading national homebuilder and developer, recognized as America's Most Trusted® Home Builder 2016 to 2023.;;;;2969
503891557;tdsynnex.com;114;230;2023-07-25;en;TD SYNNEX;tdsynnex;tdsynnex;tdsynnex;tdsynnexnorthamerica;;;;;;;{technology};;;;;10579
7431;tenethealth.com;55;691;2023-06-27;en;Tenet Healthcare;tenethealth;;;tenet-healthcare;;+1 469 893 2640;;play.google.com/store/apps/details?id=com.tenethealth.tenetway;US;TX;{health};Tenet Healthcare Corporation (NYSE: THC) is a diversified healthcare services company headquartered in Dallas, Texas. Learn more here..;14201 Dallas Parkway;Dallas;75254;36893
1132739;tenneco.com;24;138;2023-07-18;en;Tenneco;;;;tenneco;;+1 847 482 5162;;;;;{automotive};;;;;23665
1376900;tesla.com;569;272;2023-04-28;en;Tesla;;;teslamotors;tesla-motors;;+1 844 248 3752;;;US;;{automotive};;;;;54953
354233;textron.com;27;133;2023-07-18;en;Textron;;textron.inc;;textron;;+1 316 517 6000;;;US;TX;{manufacturing};;;Fort Worth;76118;22828
12407052;thecloroxcompany.com;1;1;2023-05-31;en;The Clorox Company;cloroxco;;cloroxco;the-clorox-company;;+1 510 271 7250;;;US;CA;{industry};The Clorox Company champions people to be well and thrive every single day. Get company news, learn what’s in our products and search job opportunities.;200 Frank Ogawa Plaza;Oakland;94612;7236
122308;thehartford.com;46;348;2023-07-25;en;The Hartford;;;thehartford;the-hartford;;+1 888 546 9099;;;US;KY;{finance};Get business, home and car insurance from The Hartford. Choose from a broad selection of business insurance coverages and design the right solution for your company. The Hartford offers AARP members great ways to save on car and home insurance, so get an insurance quote online today & start saving.;;Lexington;40512;19597
12683178;thehersheycompany.com;0;0;2023-06-08;en;The Hershey Company;hersheycompany;hersheycompany;hersheycompany;the-hershey-company;hersheycompany;+1 800 803 6932;;;US;PA;{industry};Here at Hershey, our purpose is to make more moments of goodness for consumers around the world.;19 East Chocolate Avenue;Hershey;17033;7960
18592841;thekrogerco.com;0;0;2023-06-28;en;The Kroger Co;;;;kroger;;+1 513 762 4000;;;;;{shopping};;;;;84831
63844;thermofisher.com;531;1688;2023-07-18;en;Thermo Fisher Scientific;;;;thermo-fisher-scientific;;+1 866 356 0354;;;;;{science};Thermo Fisher Scientific enables our customers to make the world healthier, cleaner and safer.;;;;67533
14055807;thewaltdisneycompany.com;1;1;2023-07-05;en;The Walt Disney Company;;11784025953;disney;disney-and-espn-media-networks;;+1 855 553 4763;;;US;NY;{art_and_entertainment};The mission of The Walt Disney Company is to be one of the world's leading producers and providers of entertainment and information.;;Brentwood;11717;381
742194;thorindustries.com;2;7;2023-07-16;en;Thor Industries;;;thorindustries;thor-industries;thorindustries;+1 574 294 7777;;;;;{automotive};Discover the world of motorhomes and campers and let us help you find the perfect RV from our extensive list of brands including Airstream, Heartland RV, Jayco, and others.;;;;186
230426;thrivent.com;75;887;2023-06-28;en;Thrivent;thrivent;thrivent;thrivent;thrivent;;+1 800 847 4836;;;US;WI;{finance};Thrivent delivers solutions for banking, investments, insurance and giving that let you achieve what matters for you and your community.;4321 N. Ballard Rd;Appleton;54919;7749
3978;ti.com;108;2621;2023-06-27;en;Texas Instruments;;;txinstruments;texas-instruments;;+1 972 995 2011;;;US;TX;{manufacturing};Texas Instruments has been making progress possible for decades. We are a global semiconductor company that designs, manufactures, tests and sells analog and embedded processing chips.;;;;29367
27893526;tiaa.org;13;189;2023-07-18;en;TIAA;tiaa;;;tiaa;;+1 800 842 2252;itunes.apple.com/app/tiaa/id341447597;play.google.com/store/apps/details?id=com.mobile.tiaa.cref;US;NY;{finance};Learn about our nearly 100 year not-for-profit mission, the opportunity for your money to grow with lower fees, and access to expert financial advice.;730 Third Avenue;New York;10017;13300
287556;tjx.com;23;84;2023-06-27;en;The TJX Companies;tjxcareers;tjxcareers;tjxcareers;tjx;;+1 508 390 2323;;;US;MA;{shopping};The TJX Companies is the leading off-price retailer of apparel and home fashions in the U.S. and worldwide.;770 Cochituate Road;Framingham;1701;39463
198813;tollbrothers.com;47;299;2023-07-01;en;Toll Brothers;tollbrothers;tollbrotherspa;tollbrothers;sabal-homes-llc;;+1 866 232 1631;;;US;PA;{real_estate};Toll Brothers® is an award winning home builder that creates luxurious new construction homes in some of America's most sought-after locations. Make your dream home a reality with Toll Brothers®;1140 Virginia Drive;Fort Washington;19034;30
49507;tractorsupply.com;14;28;2023-06-27;en;Tractor Supply;tractorsupply;;tractorsupply;tractor-supply-company;tsctractorsupply;+1 877 718 6750;;;;;{shopping};;;;;14223
203125;travelers.com;69;933;2023-07-01;en;Travelers;asktravelers;travelers;travelersinsurance;travelers;;+1 844 403 1464;itunes.apple.com/app/travelers-mobile/id354604876;play.google.com/store/apps/details?id=com.travelers.digitalservice;US;CT;{finance};Protect your personal and business investments with Travelers Insurance. From auto insurance to homeowners or business insurance, we have the solution to suit your needs.;06183 St;Hartford;6183;39836
81119;troweprice.com;33;356;2023-07-19;en;T. Rowe Price;troweprice;troweprice;t._rowe_price;t--rowe-price;trowepricegroup;+1 800 332 6161;;;US;MD;{finance};T. Rowe Price, a global investment management firm dedicated to helping clients achieve long term success;100 East Pratt Street;Baltimore;21202;8428
1385833;truist.com;48;550;2023-05-18;en;Truist;;truist;truist;suntrustnowtruist;;+1 844 487 8478;;play.google.com/store/apps/details?id=com.truist.mobile;US;NC;{finance};Your journey to better banking starts with Truist. Checking and savings accounts, credit cards, mortgages, small business, commercial banking, and more.;;Wilson;27894;12609
7407952;tysonfoods.com;1;0;2023-05-10;en;Tyson Foods (United Kingdom);tysonfoods;tysonfoods;tysonfoods;tyson-foods;tysoncommunity;+1 479 290 6397;;;US;;{manufacturing};At Tyson Foods, we are more than chicken. We're protein leaders. Food innovators who thrive at the intersection of opportunity and capability. Learn more now!;;;;31640
57197;uber.com;417;462;2023-07-18;en;Uber;;;uber;uber-com;;+1 800 253 9377;;;UK;;{technology};Get a ride in minutes. Or become a driver and earn money on your schedule. Uber is finding you better ways to move, work, and succeed in Belgium.;;Belfast;BT294AB;90703
649756;ufpi.com;6;63;2023-06-27;en;UFP Industries;;ufpindustries;;ufp-industries;ufpi01;+1 800 598 9663;;;US;MI;{industry};;2801 East Beltline N.E. Grand Rapids;Grand Rapids;49525;2688
220517;ugicorp.com;1;13;2023-06-25;en;UGI;;;;ugi-corporation;;+1 610 337 1000;;;US;;{industry};;;;;515
215925;uhsinc.com;94;947;2023-06-22;en;UHS;uhs_inc;universalhealthservices;;jobs-at-uhs;;+1 610 382 4830;;;US;;{health};;;;;10
587141;ulta.com;24;34;2023-06-29;en;Ulta Beauty;;;ultabeauty;ulta;;+1 866 257 9195;;play.google.com/store/apps/details?id=com.ulta;US;IL;{shopping};Free Shipping at $35. Redken Acidic Bonding Concentrate Intensive Treatment Mask for Damaged Hair helps strengthen even the most damaged hair in 5 minutes. Redken Bonding Care Complex strengthens hair from the inside & out**with continued use of Acidic Bonding Concentrate Intensive Treatment, Shampoo and Conditioner;1135 Arbor Drive;Romeoville;60446;26290
272259;unfi.com;56;192;2023-07-18;en;UNFI;unfi;unfinc;unfi;unfi;unfinc;+1 401 528 8634;;;US;;{food_drink};;;;;15267
103376;united.com;158;354;2023-07-18;en;United;;;;united-airlines;;+1 800 228 2744;;;US;;{travel};;;;;59747
1832928;unitedhealthgroup.com;0;0;2023-05-06;en;UnitedHealth Group;;;;unitedhealth-group-inc;;+1 800 328 5979;;;US;MN;{health};UnitedHealth Group helps people live healthier lives and helps make the health system work better for everyone.;9900 Bren Road;Minnetonka;55343;65
3499911;unitedrentals.com;3;3;2023-07-03;en;United Rentals;;;;united-rentals;;+1 404 537 3406;;;US;;{industry};;;;;13408
474782086;univarsolutions.com;30;144;2023-07-18;;Univar Solutions;;;;univarsolutions;;;;;;;{manufacturing};;;;;8883
878;unum.com;23;186;2023-07-18;en;Unum;;unumbenefits;;unum;;+1 866 679 3054;;play.google.com/store/apps/details?id=com.unum.mobile;US;ME;{finance};Unum provides comprehensive financial insurance products to industries of all sizes. Leader in disability insurance, life insurance, compliance and developing HR technology solutions for our clients.;2211 Congress Street;Maine;4122;10617
47843;up.com;36;181;2023-06-14;en;Union Pacific;;;;unionpacific;;+1 888 877 7267;;;;;{travel};Union Pacific operates North America's premier railroad franchise, covering 23 states in the western two-thirds of the United States.;;;;17225
48634;ups.com;297;1026;2023-06-30;pt;UPS;;;;ups;;+1 670 233 4877;;;;;{travel};Need to ship packages across the world? Let UPS be your logistics partner. Explore our services and simplify your shipping process.;;;;143201
28143;usaa.com;43;228;2023-07-25;en;USAA;;;;usaa-health-services;;+1 800 531 8722;;;US;;{health};;;;;7
3398;usbank.com;204;9060;2023-06-28;en;U.S. Bank;;usbank;usbank;us-bank;;+1 800 872 2657;;;US;MN;{finance};Bank smarter with U.S. Bank and browse personal and consumer banking services including checking and savings accounts, mortgages, home equity loans, and more.;800 Nicollet Mall;Minneapolis;55402;72449
629674;usfoods.com;12;163;2023-06-28;en;US Foods;;;;usfoods;;+1 847 720 8000;itunes.apple.com/app/us-foods-for-ipad/id860163157;play.google.com/store/apps/details?id=com.usfoods.ecomr4;US;NC;{food_drink};US Foods® is one of America's leading food distributors servicing restaurants, the healthcare industry, and more. Learn about our food supply services today.;;Center;28216;19985
4456891;ussteel.com;0;0;2023-05-09;en;Steel;u_s_steel;;;u-s-steel;;;;;;;{industry};;;;;5228
30830;valero.com;38;272;2023-07-18;en;Valero Energy;;valeroenergy;valeroenergy;valero-energy;;+1 210 345 2000;;;US;TX;{industry};Valero is the best-in-class producer of fuels and products that are essential to modern life. We are the largest global independent refiner and America’s largest producer of renewable fuels, advancing the future of sustainable energy. Learn more.;1 Valero Way;San Antonio;78249;9804
1750109;veritivcorp.com;13;69;2023-05-02;en;Veritiv;veritiv;;joinvls;veritiv;;+1 866 714 8302;;;US;GA;{travel};Leading provider of packaging, print and facility solutions, including package design, supply chain management, cleaning supplies and paper products;1000 Abernathy Road;Atlanta;30328;3841
35264;verizon.com;218;1007;2023-06-27;en;Verizon;verizon;verizon;verizon;verizon;verizonconnect;+1 800 631 2355;;;US;;{technology};Shop Verizon smartphone deals and wireless plans on the largest 4G LTE network. First to 5G. Get Fios for the fastest internet, TV and phone service.;;;;94932
47551;vfc.com;126;534;2023-07-21;en;VF;vfcorp;vfc-foundation-112201660545979;kiplingbr;vf-corporation;vfcorporation;+1 800 446 2617;;;US;US;{shopping};VF Corporation outfits consumers around the world with its diverse portfolio of iconic outdoor and activity-based lifestyle and workwear brands.;105 Corporate Center;Greensboro;27408;28343
79770125;viatris.com;126;119;2023-07-18;fr;Viatris;viatrisinc;;;mylan;;+1 877 695 2647;;;FR;10;{manufacturing};Viatris is a global pharmaceutical company that believes in healthcare not as it is, but as it should be. Learn about our story, explore our products and browse career opportunities.;;;10000;15791
503226052;victoriassecretandco.com;0;0;2023-06-05;;;;;;;;;;;;;;;;;;
